prize_id,prize_name,prize_alias,prize_institution,prize_year,prize_genre,person_id,first_name,last_name,gender,uk_residence,ethnicity_macro,highest_degree,degree_field_cat,degree_institution,degree_field,role_simple,person_role,book_id,book_title
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2001,Non-Fiction,0703,Catherine,Merridale,woman,TRUE,White British,Doctorate,History and Cultural Studies,University of Cambridge,History of Russia,Shortlisted,shortlisted,00874,Night of Stone
8,Booker Prize,Booker Prize,Booker Foundation,2001,Fiction,0025,Andrew,Miller,man,TRUE,White British,Doctorate,Language and Literature,Brown University,Classics,Shortlisted,shortlisted,00219,Oxygen
8,Booker Prize,Booker Prize,Booker Foundation,2001,Fiction,0254,David,Mitchell,man,TRUE,White British,Masters,Language and Literature,University of Kent,Comparative Literature,Shortlisted,shortlisted,00227,number9dream
4,Whitbread Novel Award,Costa Novel Award,Whitbread,2001,Fiction,0127,Patrick,Neate,man,TRUE,White British,Bachelors,History and Cultural Studies,University of Cambridge,Social Anthropology,Winner,winner,00239,Twelve Bar Blues
2,Whitbread Book of the Year,Costa Book of the Year,Whitbread,2001,No/Any/Multi Genre,0126,Philip,Pullman,man,TRUE,White British,Bachelors,Language and Literature,University of Oxford,English Literature,Winner,winner,00268,The Amber Spyglass
7,Whitbread Children's Book of the Year,Costa Children's Book Award,Whitbread,2001,Children's,0126,Philip,Pullman,man,TRUE,White British,Bachelors,Language and Literature,University of Oxford,English Literature,Winner,winner,00268,The Amber Spyglass
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2001,Sff,0505,Alastair,Reynolds,man,TRUE,White British,Doctorate,Maths and Sciences,University of St Andrews,Astrophysics,Winner,winner,00649,Chasm City
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2001,Non-Fiction,0145,Graham,Robb,man,TRUE,White British,Doctorate,Language and Literature,Vanderbilt University,French,Shortlisted,shortlisted,00875,Rimbaud
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2001,Non-Fiction,0103,Simon,Sebag-Montefiore,man,TRUE,Jewish,Doctorate,History and Cultural Studies,University of Cambridge,History,Shortlisted,shortlisted,00876,Prince of Princes
8,Booker Prize,Booker Prize,Booker Foundation,2001,Fiction,0263,Rachel,Seiffert,woman,TRUE,Non-UK White,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00289,The Dark Room
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2001,Non-Fiction,0704,Robert,Skidelsky,man,TRUE,Jewish,Doctorate,History and Cultural Studies,University of Oxford,British History,Shortlisted,shortlisted,00877,John Maynard Keynes
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2001,Fiction,0371,Jane,Smiley,woman,FALSE,Non-UK White,Bachelors,Language and Literature,University of Aberdeen,English Literature,Shortlisted,shortlisted,00472,Horse Heaven
8,Booker Prize,Booker Prize,Booker Foundation,2001,Fiction,0070,Ali,Smith,woman,TRUE,White British,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00301,Hotel World
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2001,Fiction,0070,Ali,Smith,woman,TRUE,White British,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00301,Hotel World
3,Whitbread First Novel Award,Costa First Novel Award,Whitbread,2001,Fiction,0021,Sid,Smith,man,TRUE,White British,Bachelors,Language and Literature,University of Cambridge,English Literature,Winner,winner,00304,Something Like a House
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2001,Fiction,0022,Zadie,Smith,woman,TRUE,Black British,unknown,unknown,unknown,unknown,Winner,winner,00306,White Teeth
5,Whitbread Biography Award,Costa Biography Award,Whitbread,2001,Biography,0128,Diana,Souhami,woman,TRUE,White British,unknown,Multiple,University of Kent,English and Philosophy,Winner,winner,00309,Selkirk's Island
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,0193,Anna,Burns,woman,TRUE,White British,none,none,none,none,Shortlisted,shortlisted,00500,No Bones
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,0697,Eamon,Duffy,man,TRUE,Irish,Doctorate,History and Cultural Studies,University of Cambridge,History of Religion,Shortlisted,shortlisted,00867,The Voices of Morebath
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,0054,Helen,Dunmore,woman,TRUE,White British,Bachelors,Language and Literature,University of York,English Literature,Shortlisted,shortlisted,00466,The Siege
6,Whitbread Poetry Award,Costa Poetry Award,Whitbread,2002,Poetry,0157,Paul,Farley,man,TRUE,White British,unknown,unknown,Chelsea School of Art,unknown,Winner,winner,00090,The Ice Age
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,0698,William,Fiennes,man,TRUE,White British,Bachelors,unknown,University of Oxford,unknown,Shortlisted,shortlisted,00868,Snow Geese
4,Whitbread Novel Award,Costa Novel Award,Whitbread,2002,Fiction,0125,Michael,Frayn,man,TRUE,White British,Bachelors,Philosophy and Theology,University of Cambridge,Philosophy,Winner,winner,00108,Spies
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,0368,Maggie,Gee,woman,TRUE,White British,Doctorate,Language and Literature,Wolverhampton Polytechnic,Literature,Shortlisted,shortlisted,00467,The White Family
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,0699,Richard,Hamblyn,man,TRUE,White British,Doctorate,Language and Literature,University of Cambridge,Eighteenth Century Literature,Shortlisted,shortlisted,00869,The Invention of Clouds
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,0367,Chloe,Hooper,woman,FALSE,Non-UK White,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00468,A Child's Book of True Crime
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,0150,Roy,Jenkins,man,TRUE,White British,Bachelors,unknown,University of Oxford,unknown,Shortlisted,shortlisted,00870,Churchill
3,Whitbread First Novel Award,Costa First Novel Award,Whitbread,2002,Fiction,0124,Norman,Lebrecht,man,TRUE,Jewish,unknown,unknown,Hebrew University,unknown,Winner,winner,00175,The Song of Names
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,0696,Margaret,MacMillan,woman,TRUE,Non-UK White,Doctorate,History and Cultural Studies,University of Oxford,History,Winner,winner,00866,Peacemakers
8,Man Booker Prize,Booker Prize,Booker Foundation,2002,Fiction,0259,Yann,Martel,man,FALSE,Non-UK White,Bachelors,Philosophy and Theology,Trent University,Philosophy,Winner,winner,00197,The Life of Pi
7,Whitbread Children's Book Award,Costa Children's Book Award,Whitbread,2002,Children's,0053,Hilary,McKay,woman,TRUE,White British,Bachelors,Multiple,University of St Andrews,"Botany, Zoology and English",Winner,winner,00214,Saffy's Angel
8,Man Booker Prize,Booker Prize,Booker Foundation,2002,Fiction,0260,Rohinton,Mistry,man,FALSE,Asian,Bachelors,Multiple,Bombay University/University of Toronto,Mathematics and Economics/English and Philosophy,Shortlisted,shortlisted,00224,Family Matters
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2002,Poetry,0061,Alice,Oswald,woman,TRUE,White British,Bachelors,Language and Literature,University of Oxford,Classics,Winner,winner,00687,Dart
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,0337,Ann,Patchett,woman,FALSE,Non-UK White,Masters,Writing,University of Iowa,Creative Writing,Winner,winner,00465,Bel Canto
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2002,Sff,0028,Christopher,Priest,man,TRUE,White British,none,none,none,none,Winner,winner,00648,The Separation
8,Man Booker Prize,Booker Prize,Booker Foundation,2002,Fiction,0261,Carol,Shields,woman,FALSE,Non-UK White,Masters,Language and Literature,University of Ottawa,English Literature,Shortlisted,shortlisted,00295,Unless
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,0700,Brendan,Simms,man,TRUE,Irish,Doctorate,History and Cultural Studies,"Trinity College, Dublin",History,Shortlisted,shortlisted,00871,Unfinest Hour
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2002,Fiction,0021,Sid,Smith,man,TRUE,White British,Bachelors,Language and Literature,University of Cambridge,English Literature,Winner,winner,00304,Something Like a House
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2002,Crime,0482,Jose Carlos,Somoza,man,FALSE,Non-UK White,unknown,Medicine and Social Work,unknown,Psychiatry,Winner,winner,00615,The Athenian Murders
2,Whitbread Book of the Year,Costa Book of the Year,Whitbread,2002,No/Any/Multi Genre,0123,Claire,Tomalin,woman,TRUE,White British,Bachelors,unknown,University of Cambridge,unknown,Winner,winner,00334,Samuel Pepys: The Unequalled Self
5,Whitbread Biography Award,Costa Biography Award,Whitbread,2002,Biography,0123,Claire,Tomalin,woman,TRUE,White British,Bachelors,unknown,University of Cambridge,unknown,Winner,winner,00334,Samuel Pepys: The Unequalled Self
8,Man Booker Prize,Booker Prize,Booker Foundation,2002,Fiction,0153,William,Trevor,man,TRUE,Irish,Bachelors,History and Cultural Studies,"Trinity College, Dublin",History,Shortlisted,shortlisted,00340,The Story of Lucy Gault
8,Man Booker Prize,Booker Prize,Booker Foundation,2002,Fiction,0235,Sarah,Waters,woman,TRUE,White British,Doctorate,Language and Literature,University of London,English Literature,Shortlisted,shortlisted,00350,Fingersmith
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,0235,Sarah,Waters,woman,TRUE,White British,Doctorate,Language and Literature,University of London,English Literature,Shortlisted,shortlisted,00350,Fingersmith
8,Man Booker Prize,Booker Prize,Booker Foundation,2002,Fiction,0262,Tim,Winton,man,FALSE,Non-UK White,Bachelors,Writing,Western Australian Institute of Technology,Creative Writing,Shortlisted,shortlisted,00355,Dirt Music
8,Man Booker Prize,Booker Prize,Booker Foundation,2003,Fiction,0256,Monica,Ali,woman,TRUE,Asian,Bachelors,Politics and Economics,University of Oxford,"Politics, Philosophy and Economics",Shortlisted,shortlisted,00002,Brick Lane
7,Whitbread Children's Book Award,Costa Children's Book Award,Whitbread,2003,Children's,0122,David,Almond,man,TRUE,White British,unknown,Language and Literature,University of East Anglia,English and American Literature,Winner,winner,00004,The Fire-Eaters
8,Man Booker Prize,Booker Prize,Booker Foundation,2003,Fiction,0190,Margaret,Atwood,woman,FALSE,Non-UK White,Masters,Language and Literature,Radcliffe College,English Literature,Shortlisted,shortlisted,00012,Oryx and Crake
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,0693,TJ,Binyon,man,TRUE,White British,Doctorate,Language and Literature,University of Oxford,Russian,Winner,winner,00861,Pushkin
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,0366,Anne,Donovan,woman,TRUE,White British,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00463,Buddha Da
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,0670,Orlando,Figes,man,TRUE,Jewish,Doctorate,History and Cultural Studies,University of Cambridge,History,Shortlisted,shortlisted,00862,Natasha's Dance
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,0339,Aminatta,Forna,woman,TRUE,Black British,Doctorate,Writing,Bath Spa University,Creative Writing,Shortlisted,shortlisted,00863,The Devil That Danced on the Water
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2003,Fiction,0020,Jonathan,Franzen,man,FALSE,Non-UK White,Bachelors,Language and Literature,Swarthmore College,German,Winner,winner,00106,The Corrections
8,Man Booker Prize,Booker Prize,Booker Foundation,2003,Fiction,0177,Damon,Galgut,man,FALSE,Jewish,Bachelors,Arts,University of Cape Town,Theatre,Shortlisted,shortlisted,00112,The Good Doctor
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2003,Sff,0503,Jon Courtenay,Grimwood,man,TRUE,White British,unknown,unknown,unknown,unknown,Winner,winner,00647,Felaheen
2,Whitbread Book of the Year,Costa Book of the Year,Whitbread,2003,No/Any/Multi Genre,0119,Mark,Haddon,man,TRUE,White British,Masters,Language and Literature,University of Edinburgh,English Literature,Winner,winner,00126,The Curious Incident of the Dog in the Night-Time
4,Whitbread Novel Award,Costa Novel Award,Whitbread,2003,Fiction,0119,Mark,Haddon,man,TRUE,White British,Masters,Language and Literature,University of Edinburgh,English Literature,Winner,winner,00126,The Curious Incident of the Dog in the Night-Time
8,Man Booker Prize,Booker Prize,Booker Foundation,2003,Fiction,0257,Zoe,Heller,woman,TRUE,Jewish,Masters,Language and Literature,Columbia University,English Literature,Shortlisted,shortlisted,00137,Notes on a Scandal
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,0694,Olivia,Judson,woman,TRUE,White British,Doctorate,Maths and Sciences,University of Oxford,Evolutionary Biology,Shortlisted,shortlisted,00864,Dr Tatiana's Sex Advice to All Creation
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,0278,Shena,Mackay,woman,TRUE,White British,none,none,none,none,Shortlisted,shortlisted,00462,Heligoland
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,0365,Valerie,Martin,woman,FALSE,Non-UK White,Masters,Writing,"University of Massachusetts, Amherst",Creative Writing,Winner,winner,00464,Property
8,Man Booker Prize,Booker Prize,Booker Foundation,2003,Fiction,0258,Clare,Morrall,woman,TRUE,White British,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00234,Astonishing Splashes of Colour
6,Whitbread Poetry Award,Costa Poetry Award,Whitbread,2003,Poetry,0067,Don,Paterson,man,TRUE,White British,none,none,none,none,Winner,winner,00257,Landing Light
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2003,Poetry,0067,Don,Paterson,man,TRUE,White British,none,none,none,none,Winner,winner,00257,Landing Light
3,Whitbread First Novel Award,Costa First Novel Award,Whitbread,2003,Fiction,0120,DBC,Pierre,man,TRUE,Non-UK White,none,none,none,none,Winner,winner,00262,Vernon God Little
8,Man Booker Prize,Booker Prize,Booker Foundation,2003,Fiction,0120,DBC,Pierre,man,TRUE,Non-UK White,none,none,none,none,Winner,winner,00262,Vernon God Little
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,0261,Carol,Shields,woman,FALSE,Non-UK White,Masters,Language and Literature,University of Ottawa,English Literature,Shortlisted,shortlisted,00295,Unless
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,0022,Zadie,Smith,woman,TRUE,Black British,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00461,The Autograph Man
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,0332,Donna,Tartt,woman,FALSE,Non-UK White,Bachelors,unknown,Bennington College,unknown,Shortlisted,shortlisted,00460,The Little Friend
5,Whitbread Biography Award,Costa Biography Award,Whitbread,2003,Biography,0121,DJ,Taylor,man,TRUE,White British,Bachelors,History and Cultural Studies,University of Oxford,Modern History,Winner,winner,00322,Orwell: The Life
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,0123,Claire,Tomalin,woman,TRUE,White British,Bachelors,unknown,University of Cambridge,unknown,Shortlisted,shortlisted,00334,Samuel Pepys: The Unequalled Self
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,0695,Edgar,Vincent,man,TRUE,White British,Bachelors,unknown,University of Oxford,unknown,Shortlisted,shortlisted,00865,Nelson
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2003,Crime,0481,Minette,Walters,woman,TRUE,White British,Bachelors,Language and Literature,Durham University,French,Winner,winner,00614,Fox Evil
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,0329,Chimamanda Ngozi,Adichie,woman,FALSE,African,Masters,Multiple,Johns Hopkins University/Yale University,Creative Writing/African History,Shortlisted,shortlisted,00456,Purple Hibiscus
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,0689,Anne,Applebaum,woman,FALSE,Jewish,Masters,Politics and Economics,London School of Economics,International Relations,Shortlisted,shortlisted,00856,Gulag
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,0190,Margaret,Atwood,woman,FALSE,Non-UK White,Masters,Language and Literature,Radcliffe College,English Literature,Shortlisted,shortlisted,00012,Oryx and Crake
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,0630,Jonathan,Bate,man,TRUE,White British,Doctorate,Language and Literature,University of Cambridge,unknown,Shortlisted,shortlisted,00857,John Clare
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,0690,Bill,Bryson,man,TRUE,White British,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00858,A Short History of Nearly Everything
8,Man Booker Prize,Booker Prize,Booker Foundation,2004,Fiction,0252,Achmat,Dangor,man,FALSE,African,Bachelors,Language and Literature,Rhodes University,Literature,Shortlisted,shortlisted,00067,Bitter Fruit
3,Whitbread First Novel Award,Costa First Novel Award,Whitbread,2004,Fiction,0115,Susan,Fletcher,woman,TRUE,White British,Bachelors,Writing,University of East Anglia,Creative Writing,Winner,winner,00100,Eve Green
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,0688,Anna,Funder,woman,FALSE,Non-UK White,Doctorate,Writing,"University of Technology, Sydney",Creative Arts,Winner,winner,00855,Stasiland
5,Whitbread Biography Award,Costa Biography Award,Whitbread,2004,Biography,0116,John,Guy,man,TRUE,White British,Doctorate,History and Cultural Studies,University of Cambridge,History,Winner,winner,00125,My Heart is My Own: The Life of Mary Queen of Scots
8,Man Booker Prize,Booker Prize,Booker Foundation,2004,Fiction,0253,Sarah,Hall,woman,TRUE,White British,Masters,Writing,University of St Andrews,Creative Writing,Shortlisted,shortlisted,00128,The Electric Michaelangelo
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,0691,Aidan,Hartley,man,TRUE,Black British,Masters,Politics and Economics,University of London,Politics,Shortlisted,shortlisted,00859,The Zanzibar Chest
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,0478,Mo,Hayder,woman,TRUE,White British,none,none,none,none,Shortlisted,shortlisted,00610,Tokyo
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,0363,Shirley,Hazzard,woman,FALSE,Non-UK White,none,none,none,none,Shortlisted,shortlisted,00457,The Great Fire
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,0692,Tom,Holland,man,TRUE,White British,Bachelors,Language and Literature,University of Cambridge,English,Shortlisted,shortlisted,00860,Rubicon
8,Man Booker Prize,Booker Prize,Booker Foundation,2004,Fiction,0029,Alan,Hollinghurst,man,TRUE,White British,Masters,Language and Literature,University of Oxford,English Literature,Winner,winner,00142,The Line of Beauty
2,Whitbread Book of the Year,Costa Book of the Year,Whitbread,2004,No/Any/Multi Genre,0114,Andrea,Levy,woman,TRUE,Caribbean,unknown,Arts,Dartington College of Arts,Theatre,Winner,winner,00177,Small Island
4,Whitbread Novel Award,Costa Novel Award,Whitbread,2004,Fiction,0114,Andrea,Levy,woman,TRUE,Caribbean,unknown,Arts,Dartington College of Arts,Theatre,Winner,winner,00177,Small Island
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,0114,Andrea,Levy,woman,TRUE,Caribbean,unknown,Arts,Dartington College of Arts,Theatre,Winner,winner,00177,Small Island
7,Whitbread Children's Book Award,Costa Children's Book Award,Whitbread,2004,Children's,0118,Geraldine,McCaughrean,woman,TRUE,White British,unknown,unknown,Canterbury Christ Church University,unknown,Winner,winner,00207,Not the End of the World
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,0479,Val,McDermid,woman,TRUE,White British,Bachelors,Language and Literature,University of Oxford,English,Shortlisted,shortlisted,00611,The Torment of Others
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2004,Sff,0500,Ian,McDonald,man,TRUE,Irish,unknown,unknown,unknown,unknown,Winner,winner,00646,River of Gods
8,Man Booker Prize,Booker Prize,Booker Foundation,2004,Fiction,0254,David,Mitchell,man,TRUE,White British,Masters,Language and Literature,University of Kent,Comparative Literature,Shortlisted,shortlisted,00226,Cloud Atlas
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,0480,James W,Nichol,man,FALSE,Non-UK White,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00612,Midnight Cab
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2004,Fiction,0019,Andrew,O'Hagan,man,TRUE,White British,Bachelors,Language and Literature,University of Cambridge,English Literature,Winner,winner,00248,Personality
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,0477,Sara,Paretsky,woman,FALSE,Non-UK White,Doctorate,History and Cultural Studies,University of Chicago,History,Winner,winner,00609,Blacklist
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,0364,Gillian,Slovo,woman,FALSE,White British,Doctorate,Language and Literature,University of Iowa,Literature,Shortlisted,shortlisted,00458,Ice Road
6,Whitbread Poetry Award,Costa Poetry Award,Whitbread,2004,Poetry,0117,Michael,Symmons Roberts,man,TRUE,White British,unknown,unknown,Courtauld Institute of Art,unknown,Winner,winner,00297,Corpus
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2004,Poetry,0536,George,Szirtes,man,TRUE,Non-UK White,Bachelors,Arts,Leeds College of Art and Design,Painting,Winner,winner,00686,Reel
8,Man Booker Prize,Booker Prize,Booker Foundation,2004,Fiction,0094,Colm,Tóibín,man,FALSE,Irish,Bachelors,Multiple,University College Dublin,History and English,Shortlisted,shortlisted,00331,The Master
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,0031,Rose,Tremain,woman,TRUE,White British,Bachelors,Language and Literature,University of East Anglia,English Literature,Shortlisted,shortlisted,00459,The Colour
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,0475,Laura,Wilson,woman,TRUE,White British,unknown,Language and Literature,University of Oxford,English,Shortlisted,shortlisted,00613,The Lover
8,Man Booker Prize,Booker Prize,Booker Foundation,2004,Fiction,0255,Gerard,Woodward,man,TRUE,White British,Postgraduate,History and Cultural Studies,University of Manchester,Social Anthropology,Shortlisted,shortlisted,00357,I'll Go to Bed at Noon
3,Whitbread First Novel Award,Costa First Novel Award,Whitbread,2005,Fiction,0111,Tash,Aw,man,TRUE,Asian,unknown,Writing,University of East Anglia,Creative Writing,Winner,winner,00016,The Harmony Silk Factory
8,Man Booker Prize,Booker Prize,Booker Foundation,2005,Fiction,0250,John,Banville,man,FALSE,Irish,none,none,none,none,Winner,winner,00021,The Sea
8,Man Booker Prize,Booker Prize,Booker Foundation,2005,Fiction,0226,Julian,Barnes,man,TRUE,White British,Bachelors,Language and Literature,University of Oxford,Modern Languages,Shortlisted,shortlisted,00024,Arthur & George
8,Man Booker Prize,Booker Prize,Booker Foundation,2005,Fiction,0014,Sebastian,Barry,man,FALSE,Irish,unknown,Language and Literature,"Trinity College, Dublin",Latin and English,Shortlisted,shortlisted,00027,A Long Long Way
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,0046,Jonathan,Coe,man,TRUE,White British,Doctorate,Language and Literature,University of Warwick,English Literature,Winner,winner,00850,Like a Fiery Elephant
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,0359,Joolz,Denby,woman,TRUE,White British,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00451,Billie Morgan
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2005,Poetry,0085,Carol Ann,Duffy,woman,TRUE,White British,Bachelors,Philosophy and Theology,University of Liverpool,Philosophy,Winner,winner,00685,Rapture
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,0168,Jane,Gardam,woman,TRUE,White British,Bachelors,Language and Literature,University of London,English Literature,Shortlisted,shortlisted,00452,Old Filth
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,0360,Sheri,Holman,woman,FALSE,Non-UK White,Bachelors,Arts,William & Mary,Theatre,Shortlisted,shortlisted,00453,The Mammoth Cheese
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2005,Crime,0476,Arnaldur,Indriðason,man,FALSE,Non-UK White,unknown,unknown,unknown,unknown,Winner,winner,00608,Silence of the Grave
8,Man Booker Prize,Booker Prize,Booker Foundation,2005,Fiction,0251,Kazuo,Ishiguro,man,TRUE,Asian,Masters,Writing,University of East Anglia,Creative Writing,Shortlisted,shortlisted,00152,Never Let Me Go
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,0361,Marina,Lewycka,woman,TRUE,Non-UK White,Bachelors,Language and Literature,University of York,English Literature,Shortlisted,shortlisted,00454,A Short History of Tractors in Ukrainian
6,Whitbread Poetry Award,Costa Poetry Award,Whitbread,2005,Poetry,0112,Christopher,Logue,man,TRUE,White British,none,none,none,none,Winner,winner,00181,Cold Calls
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,0684,Alexander,Masters,man,TRUE,White British,unknown,unknown,unknown,unknown,Shortlisted,shortlisted,00851,Stuart
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,0685,Suketu,Mehta,man,FALSE,Asian,Masters,Writing,University of Iowa,Creative Writing,Shortlisted,shortlisted,00852,MaximumCity
